AveragePrice,Small_Hass,Large_Hass,XLarge_Hass,Small_Bags,Large_Bags,XLarge_Bags,type,year,region
0.93,1.3433621938729614,0.008505515090409258,-0.2756041003229458,-0.1514266004907451,0.8926408828346866,-0.21518460012051288,conventional,2015,Atlanta
1.07,1.001425301067072,-0.13713017651933887,-0.30701834017388985,-0.05028199203958591,0.34716779504057876,-0.2272263745311466,conventional,2015,Atlanta
0.97,1.1273340700144718,-0.05676000315180763,-0.29729818576786077,-0.021820926146983513,0.703513908751977,-0.21729839702275972,conventional,2015,Atlanta
1.15,0.990223405208188,-0.26387687924455294,-0.29121615761364,-0.04347242319690461,-0.025840733423462017,-0.22297080026224292,conventional,2015,Atlanta
1.12,0.9834125717514154,-0.2539323462433516,-0.2953751478851684,-0.056356264000097876,-0.07924193357383111,-0.23077226247546928,conventional,2015,Atlanta
1.09,1.4260506398898003,-0.2843228683992073,-0.2718634846680176,-0.06009829377426657,-0.0249744843498904,-0.23077226247546928,conventional,2015,Atlanta
1.01,1.5388145530102186,-0.24806878004480568,-0.13190454990907838,-0.05405623221901461,0.15282415641245997,-0.2095910509170943,conventional,2015,Atlanta
1.15,1.1447881085479163,-0.28493811262440566,-0.16835809963902432,-0.08372820050387197,-0.08316413684802763,-0.22020327796423497,conventional,2015,Atlanta
1.08,1.2893794128611453,-0.26927840177035767,-0.30736145687129096,-0.059729038829178904,-0.0741508332094873,-0.23077226247546928,conventional,2015,Atlanta
0.97,1.8455994878152464,-0.24233471248483468,-0.24428195239944267,-0.05984430549139355,0.02400153692312123,-0.23077226247546928,conventional,2015,Atlanta
1.14,1.1623318128830378,-0.31333401099109676,-0.29946630700583965,-0.05242450610317589,-0.06974602256760801,-0.23077226247546928,conventional,2015,Atlanta
1.01,1.7967617154337583,-0.19322894365560003,-0.300402574934823,-0.014983725435450795,0.11166881868416681,-0.2244766579832178,conventional,2015,Atlanta
1.13,1.2691928529754268,-0.31516343962290017,-0.3019864570632301,-0.0036175489638838013,-0.049910476353766074,-0.19658522232360667,conventional,2015,Atlanta
0.99,1.8617307925168975,-0.3687926109805924,-0.30882700582411526,0.02357253128675164,0.09153565660604386,-0.21893398235145378,conventional,2015,Atlanta
1.1,1.545559782244588,-0.4587928001345055,-0.3190601023636328,-0.0316320067436545,-0.0626046795826615,-0.2127045135023532,conventional,2015,Atlanta
0.99,1.8931487349985217,-0.42494179855183944,-0.30584243518640414,-0.012814141779410444,0.1471093087898847,-0.22938595764788258,conventional,2015,Atlanta
1.1,1.5281314127445647,-0.44556239180542645,-0.3165305450663426,-0.09675140552932476,-0.09563309135516442,-0.22316411983453022,conventional,2015,Atlanta
0.96,2.3078770288667663,-0.3899616521566187,-0.2799913399415187,-0.1500725585918235,0.1787677770067558,-0.22524739259378435,conventional,2015,Atlanta
1.11,1.5457124401556779,-0.4522013697078297,-0.3008912562917276,-0.15133205773016908,-0.08407974893934633,-0.23077226247546928,conventional,2015,Atlanta
1.1,1.6816029467979687,-0.45046473766007444,-0.2884811263922207,-0.14813318695941186,-0.06304702973198745,-0.23077226247546928,conventional,2015,Atlanta
1.0,2.309266170648037,-0.3807406739446596,-0.289946675345045,-0.1608857763855607,0.4425881857298152,-0.23077226247546928,conventional,2015,Atlanta
1.12,1.5521217617061183,-0.4540149970637115,-0.2908354119566394,-0.17056922023919396,-0.119677194271396,-0.23077226247546928,conventional,2015,Atlanta
1.12,1.4568441366679832,-0.45635272401231725,-0.29918012886572737,-0.18385155436032932,-0.036183483772977545,-0.23077226247546928,conventional,2015,Atlanta
0.99,1.5013948790704812,-0.42490028429055476,-0.331565790015807,-0.21460526211560124,0.2362804852081185,-0.23077226247546928,conventional,2015,Atlanta
1.04,1.2044930244620287,-0.4476365965660503,-0.32387314336714795,-0.19227959566082467,0.026335976335219374,-0.19650382460895935,conventional,2015,Atlanta
1.11,1.1369569435708877,-0.46632806950156547,-0.3294927314126059,-0.18664526482153201,-0.017362036059648773,-0.23077226247546928,conventional,2015,Atlanta
1.0,1.581830628798137,-0.4177203999837657,-0.3273201541136218,-0.09683205203027496,0.1575701949051736,-0.22735355846028302,conventional,2015,Atlanta
1.12,1.293398349628063,-0.46736075470701754,-0.3270324906198411,-0.1416809849321961,-0.08542525061240433,-0.2212105746829952,conventional,2015,Atlanta
1.1,1.4209254230386659,-0.4725284901731655,-0.33068299481888613,-0.15023055826051773,-0.1389062463205879,-0.23077226247546928,conventional,2015,Atlanta
0.99,1.8227125054272666,-0.4337795239987206,-0.325196593485695,-0.1636161905890455,0.04990226440976303,-0.23009055661529823,conventional,2015,Atlanta
1.1,1.4598914678684964,-0.4543135693546466,-0.33065823892441276,-0.15363305341365416,-0.12423608462401017,-0.23077226247546928,conventional,2015,Atlanta
1.06,1.4354304362393178,-0.4608089711181085,-0.3108183699755541,-0.20741945003541928,0.07110631642143825,-0.23077226247546928,conventional,2015,Atlanta
1.03,1.499776876004931,-0.4626613834239795,-0.31642954101689114,-0.27716782945531,0.13670425560243593,-0.23077226247546928,conventional,2015,Atlanta
0.96,2.383586210371919,-0.3590848816462693,-0.32781279641364214,-0.33733686648096145,0.6218274598062217,-0.23077226247546928,conventional,2015,Atlanta
1.1,1.5809120692186067,-0.45148722386015894,-0.31299342286398557,-0.31627029753852964,0.19756933573720586,-0.23077226247546928,conventional,2015,Atlanta
1.11,1.474562651641667,-0.45160479971781126,-0.31708111615943063,-0.28730245995818354,0.1933039876017771,-0.23077226247546928,conventional,2015,Atlanta
1.11,1.2644599554022171,-0.4497638074249926,-0.2862110108690114,-0.25094004510246665,0.25250845747932676,-0.23077226247546928,conventional,2015,Atlanta
1.0,1.4347051730210496,-0.4148362361842016,-0.3383484099836245,-0.2879093971705138,0.357468850413939,-0.23077226247546928,conventional,2015,Atlanta
1.17,-0.19209820165854322,2.2446826910272866,0.5168013844608973,0.7228766551714492,-0.3072885320082299,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.11,-0.17054384899195338,2.535475008290436,0.6038604385554432,0.7165151402952022,-0.30443841679908445,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.15,-0.17225734488046587,2.285964027140098,0.8602849642180812,0.7753010576994778,-0.31858307802032537,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.04,-0.13845544743190924,2.6719095451071073,0.9330321405996751,0.518600755093831,-0.3268185546898993,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.16,-0.18919644552428116,2.1373207063066535,0.6551244497130353,0.4101872783055351,-0.319626650555707,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.12,-0.1900019307511082,2.1874659836195787,0.8133621467153417,0.5338210953189755,-0.300197989798829,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.04,-0.15864677944712857,3.030193277621944,1.538551417060834,0.584346128164267,-0.257075559775944,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.05,-0.10103200602151312,3.5548145279231473,2.18442032592416,0.6926241766651107,-0.21873798770633096,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.12,-0.1347845244879699,2.8172284211346295,2.559755334628688,0.8045876256740175,-0.23918482061081778,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.19,-0.12520922152773795,2.27202845096103,2.0879069957302288,0.7826680834311972,-0.21685548349554848,-0.23077226247546928,conventional,2015,BaltimoreWashington
0.99,-0.0983079740364568,4.7677244179771145,2.092144709746183,0.7540198598222463,-0.23210817672680192,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.24,-0.2209493412639338,2.229632550303901,2.553533683229637,0.8925646847150552,-0.25173860282806365,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.28,-0.21775794198543202,2.3416876576211862,1.749840005683821,0.9232938932842814,-0.25044462080945046,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.19,-0.2229484616613168,2.653770614060975,2.579701158805893,0.7570062704386079,-0.24179650765171873,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.17,-0.1962706502965668,2.6481825646553148,1.902256601659656,0.9345006242335514,-0.24084926488883393,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.09,-0.11549919381675136,4.265955403857484,1.7504707858750033,0.7481159576112516,-0.2247056410751353,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.18,-0.07428567692371714,3.167365303080262,3.033315296071037,0.908851181321785,-0.2856862210863815,-0.22936306454063807,conventional,2015,BaltimoreWashington
1.24,-0.151887937085446,2.705099119644496,1.7744280551926745,1.0395580338343975,-0.28831779711016114,-0.18586361709740867,conventional,2015,BaltimoreWashington
1.16,-0.09770281778278764,2.9988084242667363,1.995341735586913,0.9839598219980581,-0.29067715765743257,-0.16230152238560033,conventional,2015,BaltimoreWashington
1.14,0.03918199971574377,3.70328920604812,1.7916715259291651,0.8081237819602028,-0.29699418617126255,-0.22520160637929526,conventional,2015,BaltimoreWashington
1.16,-0.1121662381073672,3.417280437774282,1.7833169066622874,0.8756626560995788,-0.28498267827033547,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.17,-0.12424786348152553,3.257853895308112,1.8732159569708202,0.8925540014634352,-0.2906579875534531,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.2,-0.13033217789647694,2.9801935156954587,1.8861499215973838,0.9817721651719841,-0.27103738613048084,-0.2293961323622135,conventional,2015,BaltimoreWashington
1.18,-0.12928467035453592,2.9780231386236578,2.149009494469433,1.1589920477580167,-0.27146919272261805,-0.22734592742453483,conventional,2015,BaltimoreWashington
1.1,-0.09978261228520863,3.346702386919292,2.166792643705443,1.0979346140187107,-0.2584328031376894,-0.16850301077029092,conventional,2015,BaltimoreWashington
1.16,-0.061220390077047014,3.49109221974661,2.432448147299316,1.1851811956895877,-0.22285979968821354,-0.20016417808950476,conventional,2015,BaltimoreWashington
1.15,-0.06851783004409534,3.2533154097435473,2.1881243028552673,1.2436587446504894,-0.26762343023803964,-0.18904830268298398,conventional,2015,BaltimoreWashington
1.16,-0.10193876085964564,3.205418079402401,2.229857294640607,1.3523086988280257,-0.28042282941252233,-0.17226511139414544,conventional,2015,BaltimoreWashington
1.09,-0.07377621442477858,3.6768213506397793,2.0512247015353493,1.5457149928214013,-0.27611123340124316,-0.0917297037863982,conventional,2015,BaltimoreWashington
1.26,-0.08090778521696051,2.739169471666545,1.822286645506508,1.3544092028119374,-0.27711502797086734,-0.16448908596674636,conventional,2015,BaltimoreWashington
1.19,-0.05499065129467029,3.851455902940587,1.9268481169937361,1.2790757319004458,-0.22670220740459554,-0.16259150174403134,conventional,2015,BaltimoreWashington
1.18,-0.07576056633717952,3.441528860331485,2.123692631427283,1.4160756622187771,-0.23104615296634012,-0.2024662072068735,conventional,2015,BaltimoreWashington
1.27,-0.07623808068493246,2.683258811537731,1.8777413344805545,1.362419633396855,-0.24055332640865115,-0.22673290088609743,conventional,2015,BaltimoreWashington
1.26,0.0025121529029690903,3.056294615252887,1.855439244267373,1.3094767317018607,-0.14961897967690688,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.17,-0.02839924059035946,3.26893554558381,3.496601066189042,1.1994492806669592,-0.17788481874201395,-0.2194681548538266,conventional,2015,BaltimoreWashington
1.29,-0.10387227703462538,2.513511593879446,1.635212292385826,1.2813042742533958,-0.21582149601215658,-0.20462833400219219,conventional,2015,BaltimoreWashington
1.28,-0.05628696259891094,2.485431290087296,1.7432821692378222,1.3441278181683904,-0.22643406557518295,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.15,-0.039660160156229654,3.1716868802208125,1.7504851442937974,1.152877211571429,-0.23663591566044945,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.29,-0.12614897940884057,2.296219629805008,1.7304982253317673,1.056749795446813,-0.2116814724314935,-0.008553957809779439,conventional,2015,BaltimoreWashington
1.25,-0.10344881333258908,2.27303053915038,1.824204237092416,0.854772240321075,-0.24888393471922304,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.1,-0.06798028733051402,3.184623169345807,1.7559626335049783,0.9570733710039883,-0.25173237254427033,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.24,-0.12704829977153995,2.257129715190566,1.9646464069114762,1.129217905818569,-0.2505776134058079,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.26,-0.1175810981027412,2.05482971441453,1.7503440356952995,1.0910119472942186,-0.26462187120745645,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.16,-0.09871837717354302,2.9971728485608975,1.650020278224025,0.9291543395619952,-0.2744681158639041,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.11,-0.14161118132150882,2.617208831769993,2.7575970164916233,1.0797863399229137,-0.273300896157855,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.25,-0.145375286373073,2.0117815801817494,1.9301777848004062,0.9824956542497314,-0.24119744190236075,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.09,-0.03510503696516776,3.399277541349038,1.5111728831269409,0.989777294293692,-0.240328556939492,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.06,0.07271002716388497,4.197622427015014,3.7993681311879635,0.8624255450661277,-0.25204820000733186,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.2,-0.14565458153123692,2.1893402304158136,1.6127527546837943,1.2628060232605467,-0.18216502370802679,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.23,-0.14439363421824578,2.2393359701993365,1.6665785058014924,0.9385257200130473,-0.2569574240101706,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.17,-0.1367909788949018,2.4366954865865695,1.7631700646219588,0.7934583282176917,-0.2663500560812043,-0.23077226247546928,conventional,2015,BaltimoreWashington
1.08,-0.1240987721093258,3.3852620250786045,1.6378096808339737,0.6795186383095045,-0.2683878381342204,-0.23077226247546928,conventional,2015,BaltimoreWashington
0.97,-0.24217160395019596,-0.5645836352606707,-0.05057351467778373,-0.2331835170077991,-0.36387700157148317,-0.2218134265071017,conventional,2015,Boise
1.03,-0.26655482475203773,-0.5676422595112045,0.023666442140555115,-0.24619491422882991,-0.36373945607543057,-0.22463690973392966,conventional,2015,Boise
0.99,-0.2589174584656917,-0.5644845899902354,-0.022646885240249836,-0.24665662347928974,-0.363906954858951,-0.22544071216607164,conventional,2015,Boise
0.71,-0.2165089501126644,-0.49595898122948545,-0.1400977607439892,-0.07884394638357617,-0.36401334893603704,-0.1399451313220051,conventional,2015,Boise
1.06,-0.2737795274189024,-0.5658927709707676,-0.043785943531071576,-0.2947090860135767,-0.36401334893603704,-0.18057022196675196,conventional,2015,Boise
1.09,-0.2676567345702902,-0.5625436187152224,-0.012528656051088705,-0.281294456287795,-0.363909830374548,-0.22747565503225395,conventional,2015,Boise
1.01,-0.2726003593356758,-0.4991248386843411,-0.02047183235181839,-0.21968840143146745,-0.3638060721867592,-0.12228182724354271,conventional,2015,Boise
1.11,-0.23499823935017367,-0.5525176373190439,-0.031198066309245796,-0.31947173871569157,-0.36114286549141333,-0.20475297425274586,conventional,2015,Boise
1.14,-0.24240900483463526,-0.5546174832410494,-0.024140655912773725,-0.32305432296756337,-0.36401334893603704,-0.22290975197625743,conventional,2015,Boise
1.11,-0.24699733200043572,-0.5134601871442223,-0.018035852335637512,-0.3123778186644808,-0.36401334893603704,-0.21792668563269352,conventional,2015,Boise
1.16,-0.24653192379173275,-0.5207893935084695,-0.016317793259184695,-0.3504759004450299,-0.36401334893603704,-0.2299430232575,conventional,2015,Boise
0.94,-0.26411365446403556,-0.34592313704346744,0.03409560536430188,-0.31332172009143855,-0.3595692395809999,-0.2204169469651841,conventional,2015,Boise
1.12,-0.21870186920073023,-0.5082024562293033,0.031478907318465324,-0.3782350847387252,-0.351920607719497,-0.23036018654506737,conventional,2015,Boise
0.99,-0.15916116477439451,-0.5446014853782941,-0.16103926699691334,-0.3610897510919958,-0.360179328140146,-0.22912650243244434,conventional,2015,Boise
1.03,-0.22034714875384942,-0.4308460171238925,-0.01365405901384872,-0.336957008609454,-0.35746172627475853,-0.2258451570607254,conventional,2015,Boise
1.08,-0.16553331394766954,-0.5543705523927852,-0.01596180349665747,-0.36200537804850097,-0.36401334893603704,-0.23077226247546928,conventional,2015,Boise
1.16,-0.17359158205600397,-0.5471287558139764,0.05327003586971597,-0.3664089661711017,-0.36401334893603704,-0.2303627302236501,conventional,2015,Boise
1.19,-0.1897057070914513,-0.5442001329698878,0.04984530542826816,-0.37840850684584815,-0.36401334893603704,-0.23077226247546928,conventional,2015,Boise
1.05,-0.17397048913838356,-0.4791893025659329,-0.12292410162991396,-0.3625078925006368,-0.36401334893603704,-0.23077226247546928,conventional,2015,Boise
1.12,-0.1632705710700628,-0.5481627338510947,-0.022707784740654338,-0.3731877704621257,-0.36401334893603704,-0.22914430818252346,conventional,2015,Boise
1.1,-0.17055304162036058,-0.5497730993394409,-0.14777555385596422,-0.3613124125468105,-0.36369392707847936,-0.23077226247546928,conventional,2015,Boise
1.07,-0.1383450354251387,-0.5490053728015999,-0.0733014062759072,-0.3740152003488666,-0.3628418159565926,-0.23077226247546928,conventional,2015,Boise
1.07,-0.139213512761379,-0.5510496269619543,-0.07111249008657068,-0.3710388303825238,-0.36032765681968704,-0.23077226247546928,conventional,2015,Boise
1.09,-0.16461520646461886,-0.5478604267131236,-0.06687428095272749,-0.3710676671293775,-0.3444473823094062,-0.23077226247546928,conventional,2015,Boise
1.05,-0.1349418540626766,-0.5442523490044102,0.02765511185810656,-0.35515853831295024,-0.3343744511734015,-0.23077226247546928,conventional,2015,Boise
1.15,-0.08410119381314693,-0.5283111599670149,0.07521514608459105,-0.3694401982491467,-0.36208315909160566,-0.23077226247546928,conventional,2015,Boise
1.04,-0.09835931210329918,-0.5387175211690131,-0.1456188203294431,-0.3769716496655723,-0.36401334893603704,-0.23035764286648464,conventional,2015,Boise
1.06,-0.13011215761000972,-0.4749990196634932,-0.051491958362746205,-0.36570909270219837,-0.36401334893603704,-0.16343854671207972,conventional,2015,Boise
